reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
f3f95348-e267-4598-955c-1072a9343273,jaya Kusumah,https://play-lh.googleusercontent.com/a/ACg8ocJrlotsBWAvhAQOYVMQztXyXYLLw4DNRQ5lFPggIORmLeWnbg=mo,lopyuu seruuuuu bgtttt,5,0,2.692.843,2025-09-30 23:30:14,,,2.692.843
0461fa98-e989-4b9d-99bb-35b674a6d0cc,enjiauliacahyani01,https://play-lh.googleusercontent.com/a-/ALV-UjWTdGlKdOc3O6W3Ekbh-9TksEpiXBOto2f4pxPvKMuESVCwb95c,sukakk banget sama roblox💗,5,0,2.689.880,2025-09-30 23:24:53,,,2.689.880
16716ac3-8b04-4d86-8aab-b90cb058c380,Elda Fitria,https://play-lh.googleusercontent.com/a/ACg8ocL81pChK60gar0KsscCrRI7JU8jM2UabF4nySh3tfkqmciPjg=mo,bagus seru deh pokoknya mengisi kekosongan hidup aku,5,0,2.690.721,2025-09-30 23:15:48,,,2.690.721
0e70bd9a-14e2-43b1-85f5-d0590401e4d7,Moch Hadi Jln,https://play-lh.googleusercontent.com/a-/ALV-UjXijC6LWvXS1mbwjftmjzbrIVj_ZCqOQMy8flspw0OL2EnUVx4,"tolong masalah jaringan di perbaiki lagi, sering banget menghubungkan ke game padahal sinyal lagi bagus, scrool tt bagus terus ig bagus, tapi maen roblox menghubungkan kan aneh.. itu aja sihh tolong ya",4,2,2.692.843,2025-09-30 23:12:13,,,2.692.843
37de3ce0-a0c6-4cec-976c-e121393f9b59,Nengah Ariya,https://play-lh.googleusercontent.com/a-/ALV-UjV8NMfbiXUytTprbsS_BXLFubGpdLacDkMXBELHq9aoyjd9-SWnsw,boros skli pakek Kouta,3,0,2.690.721,2025-09-30 23:03:08,,,2.690.721
b835176e-0af2-4510-b579-c7c6c973e50e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"game nya seru dan banyak map nya, bisa bikin banyak temen",5,0,,2025-09-30 23:02:12,,,
8d64d93c-3d0f-47ec-993f-3d77a97e071b,ilham ramadan,https://play-lh.googleusercontent.com/a-/ALV-UjUon3LifDMfX1sIRUwDophRjvTMFx-F6SdW4_aPPNVo-ViH4u8,"Roblox knp jir, tiap gw disuruh upgrade kok gbisa bisa sih??,, tlong ya",3,0,,2025-09-30 23:02:00,,,
6887fc1b-2c67-4b74-a888-496fe920b8b3,Biruuu,https://play-lh.googleusercontent.com/a/ACg8ocKIRNQ2CldhH9XNnDjWWWVwGoL45ESvwyL75i9oYLNUAcZ9GF4=mo,game nya bagus asik banyak gamenya seru deh pokoknya,1,0,,2025-09-30 23:00:49,,,
e9ac6688-7e1e-481e-9e68-9b5dda3f1eba,Dechunhee,https://play-lh.googleusercontent.com/a-/ALV-UjVScUDoKhqon7s3EYRu-RMXTlnCl3FY9IjoFmJ864TlSHpgPupL9Q,Map-nya banyak dan bagus semua,5,0,2.692.843,2025-09-30 22:53:07,,,2.692.843
3499667c-5b5b-408c-bc4f-92867cb8e719,Faiz Tyz,https://play-lh.googleusercontent.com/a/ACg8ocLVkVte_72JvmrgH6yS161hZvUBAWhDAL4NX3ZFP7zAoxob9g=mo,bagus.,5,0,,2025-09-30 22:48:23,,,
d3600c06-2950-4706-baf5-2435924423b5,Azka Rafa,https://play-lh.googleusercontent.com/a/ACg8ocIWiDLSFYPGLN_CNU4sIPS9etXntRQrGkh-Pq3kfV-pSZ7WWQ=mo,b aja,3,0,2.692.843,2025-09-30 22:48:14,,,2.692.843
793cc2cd-2edf-48c0-b347-3d08b1d2f055,Sall Zxz,https://play-lh.googleusercontent.com/a/ACg8ocK-9DjDhHgukzJuAAloL8IZKaQ5vReARgvxwO05T20mmMJtRg=mo,update terus woii mana berat banget ni game astagaa,3,0,2.690.721,2025-09-30 22:47:03,,,2.690.721
8eff503e-00d8-4297-bd6c-b93626388411,Dakumun 42,https://play-lh.googleusercontent.com/a-/ALV-UjV7ssP23XQDXt8JElKucUQZFt_ayL5hwPre74xkTNshZ300jJ4,bagus tp bikin kecanduan kadang ame lupa waktu hehe,4,0,,2025-09-30 22:46:35,,,
c56ae0f3-92eb-4ded-b5ab-ecbcb14bd2d1,Kamila Islami 0705,https://play-lh.googleusercontent.com/a/ACg8ocJPT-QlyuoAloCmVCLD4B4sKxD3tGMABWZxyJ3QwUpJke1l_w=mo,bayak permaina dan seru,5,0,2.690.721,2025-09-30 22:44:20,,,2.690.721
46e0fdb7-4d01-4271-aa40-c4425ad74928,Mohamad Rizal,https://play-lh.googleusercontent.com/a/ACg8ocLObyBPeYVtSI5uKOc9WkCGpAbuOXhetYMS0fbbEjSafl-9rA=mo,opsional terguna,5,0,2.692.843,2025-09-30 22:39:41,,,2.692.843
3a1b258b-1a99-4aa2-af0e-abbc153fce96,Ardon Babi,https://play-lh.googleusercontent.com/a/ACg8ocKcQ2g9Qrd03RMBQAMfG4KYr_kdbCQGhLK9ohxzVXYKhLWXXQ=mo,sangat seru dan banyak lermainan,5,0,2.691.868,2025-09-30 22:33:34,,,2.691.868
a3d43ab8-0ad9-4a80-abd4-45de41a133b9,Ayu_Xhian Asik,https://play-lh.googleusercontent.com/a-/ALV-UjVOGRP61AWSaIgWWDYBmGGU4dfMikRWixl0VhOWuBhe2YXarCY,BWAGUZZZZZZZZZ AS ALWAYS,5,0,,2025-09-30 22:30:47,,,
1023aeaf-0ac5-47a7-921d-53b9d7bd8554,Khalisa putri,https://play-lh.googleusercontent.com/a/ACg8ocJGKHGkj0wZIb4RUaGKIwaJvauIpTDloGqM9R4mUNoChG9m2Q=mo,gem nya bagus bgt tapi ada yang gak enak . gak enak nyak kalu jaringan lemot!!,5,0,2.691.868,2025-09-30 22:27:41,,,2.691.868
c892dbe5-45b8-4223-84ee-5645f2b609bc,Annisa Marwah,https://play-lh.googleusercontent.com/a/ACg8ocJU9IYjqMJ_YahQDQsyokkHdAd3VZPPQIV81GBgoi-fO61D_w=mo,"seru banget tapi kadang kadang pas lagi main malah koneksi Terputus Padahal Pas Nonton Biasa Aja,Kalo Keluar Dari Map Nya Biasa Aja Tuh Masih Bisa Nonton,Main Dll,Jadi Aku Kasih 9.5/10,MAKASI ROBLOXX!",4,0,2.692.843,2025-09-30 22:23:35,,,2.692.843
7ebf1d61-9deb-4e14-99e7-cdc3577131f2,Ujang suherman,https://play-lh.googleusercontent.com/a/ACg8ocJIr9B84eavBsLL62Tf91xrKA0OVSJxGLwmnGn7unbDJm8CFQ=mo,Permainan ini sungguh menyeronokkan,5,0,,2025-09-30 22:15:49,,,
5efdd1d9-ddcc-45aa-912e-21b9e7358d09,Yasmine Kumala,https://play-lh.googleusercontent.com/a/ACg8ocI1t5KPt9Rs6RGQbZFDywZqFBpttK94D8i_Exp4yCVdl0TdyQ=mo,game ini sangat lah seru kalian boleh instal game ini karena sangat seru😊,5,0,2.692.843,2025-09-30 22:14:00,,,2.692.843
03149e33-e616-488e-a1d1-296487ef84ef,Sri Kurnia,https://play-lh.googleusercontent.com/a/ACg8ocK8YWptLyhBHyTGd3c7nlhQy45V-aHkFy1Du7dTb3cIFMtoUw=mo,bagus bangettt aku sukaa banget main roblox dan tower-tower nya juga banyak dan seru-seru🥰🥰😘😘😘,5,0,2.692.843,2025-09-30 22:13:40,,,2.692.843
0251f2ad-e301-40f7-a04a-551a1d13dad4,Geunta Kspkolita,https://play-lh.googleusercontent.com/a-/ALV-UjW5uMDuQQZPt5QToCQ2XFimIDr31BzdC9_GDOsFBLUAkFigxS0,mantap,5,0,2.692.843,2025-09-30 22:10:06,,,2.692.843
17382522-cea5-4198-a138-4dd2b49496df,Dzakira Aftani,https://play-lh.googleusercontent.com/a/ACg8ocKYjAYB3vWGexGtqCFBWOwtwXRI3kmORX_Kj3Pzkaw8Yk_cvQ=mo,menyenangkannnn,5,0,2.690.721,2025-09-30 22:09:44,,,2.690.721
41d4b501-6161-4c46-ba11-0a5d36717edf,MÍA MANAMI,https://play-lh.googleusercontent.com/a-/ALV-UjWcjLo6EcDZuTKmdjzQqQbPsz2_EvOrrndEudU_hu9TN0u7iwWf,"ngeleg, dan susah bagi aku bikin emosi",2,0,,2025-09-30 22:08:51,,,
87d86039-9519-4972-b23e-258ddfe853ea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game ini bakal jadi game favorit akuuu bagus bgt game nya aku semua tower map sama obby pokoknya jangan sampai ya roblox di hapus dari game indonesia dari semua game aku aku paling suka roblox de besh deh roblox loppyuuu ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ROBLOX❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤,5,0,2.690.721,2025-09-30 22:08:13,,,2.690.721
c625c836-d412-4614-818b-dea5091bdfc7,Sitinei Kepo,https://play-lh.googleusercontent.com/a-/ALV-UjVWi57izybSbGpZuisKUoY-n1vNgiXSinTh9QvKZr-65ZpGJ1dK,Gem nya bagus bgt tapi yg bilang GK bisa lompat trus bilang² ngeleg pdhl hp lu aja yg rusak 😂,5,0,2.692.843,2025-09-30 22:08:00,,,2.692.843
1ce25b79-7066-4102-ac23-28eb968f8912,Reksi Polii,https://play-lh.googleusercontent.com/a/ACg8ocIKkCNKvJUJTxeQan4b-X3AVK-TE7lkALaFBOgFBQUB4rMynQ=mo,Seru sekali mainnya gamenya seru seru😍,5,0,,2025-09-30 22:07:18,,,
c6c32dac-96b6-46aa-8d35-5ce05cfb786b,Ridi Ansyah,https://play-lh.googleusercontent.com/a-/ALV-UjXME-6UpeuDZWLj6x1wFilJYpPHi7z8LItoTbK6kjXm7wYg6GE,aplikasi bagus banget,5,0,2.690.721,2025-09-30 22:07:13,,,2.690.721
f7df1305-be04-498e-87a1-65f19c11beb7,Handri Awan,https://play-lh.googleusercontent.com/a-/ALV-UjXiTH_NZxdgDaSbjf9lGqXRiCuHq0hAXse5xe4GFPPrl6AVz4SV,kenapa di aku sering update sih aplikasinya padahal di teman ku jarang update,2,0,2.690.721,2025-09-30 22:07:04,,,2.690.721
b4e08b41-fda9-4fee-97ec-f44deb21bdf3,Arjun Ajidal,https://play-lh.googleusercontent.com/a-/ALV-UjWk5G5ATVs4U8P-yu7C_-gZmMO4x0JSUVXHhVgia5TK6GBPWZk,bnykin hoki dong di akun aku plese,4,0,2.691.868,2025-09-30 22:06:03,,,2.691.868
ef6772b6-2e90-40dc-a583-6a135b29e085,Najah Fajaroh,https://play-lh.googleusercontent.com/a/ACg8ocKvktH5EQDz5QkecJD5J8Ri1GI_8nVXbs4SZKN0kIoMKd8HsQ=mo,susah tidak bisa di mainkan,2,0,2.692.843,2025-09-30 22:03:22,,,2.692.843
8ce8bd07-5ca0-4de3-bedb-7a18226977ed,ratna saharani,https://play-lh.googleusercontent.com/a/ACg8ocJtxDRUxgaStA-TndZsd86j2MGQwxX1n_K0XKlGNPUwRAflBg=mo,"bagus banget,Tapi kalo main map yang kayak bertahan 99 malam gitu ngelag padahal wifi ga bermasalah ini juga sih tempat komentar di akun saya ilang tapi akun ke 2 tidak hilang saya tidak tau apa alasan akun ke 1 saya tempat komentar nya ilang yaa,Jadi saya jadi agak malas main roblox tapi banyak sekarang katanya roblox mau di blokir/di hapus dari playstore tapi jangan bener terjadi dong ini game terbaik menurut saya sih, Walau saya jadi agak malas main roblox segitu saja sihh ulasan saya byeeeee",5,1,2.690.721,2025-09-30 22:03:19,,,2.690.721
83c1d87b-8a9c-4a1b-8d84-cef8fae2e1bd,Mazaya Luqyana,https://play-lh.googleusercontent.com/a-/ALV-UjV8rRrz-8IZfqthiHalOsL7AWnIhX3XMspUtbWPfBih5iaghaY,bagus banget aku paling suka game drawing gitu tapi keseringan update roblox aku pernah kehapus akun nya 10 kli karena update roblox ini aja udh update lagi padahal semalam dah update tolong ya roblox🙏🙏🙏🙏 ok bye guys sudah membaca🫵,4,0,2.690.721,2025-09-30 22:03:05,,,2.690.721
8815e265-ce92-4c27-b5d5-5cccd76ee51f,Azka Renata,https://play-lh.googleusercontent.com/a/ACg8ocItqAqRQyICzuTbOTTXG8K0qPV0zwZPBc46-axSnuzoTSMiYX4=mo,bagus 👍,5,0,2.648.781,2025-09-30 22:00:19,,,2.648.781
a4e7fc27-1d63-4594-a76f-ac8f9b28014c,Nurazizah Istiqhomah,https://play-lh.googleusercontent.com/a-/ALV-UjWeIadc5EJ1j1XJVrlpGvADdUcxoUqBZyYTPsEfEErCnLof4XY7,mantap,5,0,2.692.843,2025-09-30 21:59:42,,,2.692.843
4c1b5ca9-fab3-4f9d-8443-7421cbbfe657,06_TPLK_003 Kelompok 3 Rendy Wijaya Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjWyXSxXjaKyn2Usm7cUqcsU29foHrYKw315n8pAeE1d1w6vXvUb,Harap untuk developernya tolong dong turunin peningkatan kuotanya saya pake wifi aja masih ga ngangkat gamenya tolong buatkan pengecualian atas jaringan,1,0,2.692.843,2025-09-30 21:59:21,,,2.692.843
d2468144-6c82-4ca8-bd31-548a71138e79,Situmorang Siumorang,https://play-lh.googleusercontent.com/a/ACg8ocIp_msKt6-v-MZjfE_ppjRZmkXgqymTWul7cqcKCpNW36cFHw=mo,game nya seru,5,0,2.671.1822,2025-09-30 21:58:33,,,2.671.1822
940f09fd-4c62-42c3-affc-041805662887,DEWI SAFINA,https://play-lh.googleusercontent.com/a/ACg8ocIAnDr4WyQQEsNs-t1mddUMZbKq7VdlNOl2tHyw-pSTfmhE2Q=mo,bagus banget taoi anday kalu mau buay ava gk palek robuk,5,0,2.690.721,2025-09-30 21:55:31,,,2.690.721
c9b20698-5cc5-4f1e-9c46-66674c42cc16,M Nurirrohmat Fauzi,https://play-lh.googleusercontent.com/a/ACg8ocL1RIQqFkfrT5RAOJR9wRM3Gd5zD49bW5iTxHp8bsmGY8SqvQ=mo,game nya mau pakai data atau wifi sama aja ngomong nya tidak ada internet 👎👎,1,0,2.692.843,2025-09-30 21:55:25,,,2.692.843
46847e31-7fb4-4423-b01d-acbbc46e7512,Nuh Riski2909,https://play-lh.googleusercontent.com/a/ACg8ocI_56bwTv_Lmse1W2WoINHG45hRKh1fCvPPDKRC4yqHQHCMAw=mo,boros bgt data nya,1,0,2.690.721,2025-09-30 21:54:48,,,2.690.721
5f6eeb46-f511-4066-b9df-038213caed3b,Unreal Lover,https://play-lh.googleusercontent.com/a-/ALV-UjWl73_8oVcZEsrmTlfZSHW4lhG_RwvE0vs078UOhARNcIZJeHQ,banyak ngambil memori sama sering update mlu,1,0,,2025-09-30 21:54:28,,,
957a469a-772c-45b6-88e7-3e0e09b54763,Muhammad Adrian saputra,https://play-lh.googleusercontent.com/a/ACg8ocLNu0TDXZwk599U-miJlqNI1RyT7rYzOlCvFpXaiDbRwREsYA=mo,puas banget,5,0,2.691.868,2025-09-30 21:53:58,,,2.691.868
6783aed0-52e6-4728-a808-93b485baf8bf,Azni Hazliani,https://play-lh.googleusercontent.com/a/ACg8ocIG718-MtV_uCTAeYp2Yz-wVd7pqoF4i7IW-sJZHZbtwlYNqg=mo,KENALA SIHH HARUS UPDATE TERUSS ... KAN PENYIMPANAN JADI LENUH KARNA ROBLOX DOANG DEMI UNGKER BISA GA GA USH UPDATE TERUS ... WOPYU GAME YG SANGAD SERU,4,0,,2025-09-30 21:52:58,,,
0a9aa908-787d-4979-af83-b3de3963f12d,Zidna Azizan,https://play-lh.googleusercontent.com/a/ACg8ocJpFrpErPvKaKKwqvpWXBNyM_eYPNGLFHDPL_eDoXh_F8cYQA=mo,gpp sih suka aja soalnya main blox fruit,5,0,,2025-09-30 21:48:23,,,
953c2b60-5cd4-4fac-8aad-208da45eab42,sakum dj,https://play-lh.googleusercontent.com/a/ACg8ocK4cRdROr5dZ7AqG1Jz-ZdXrMtVH5eQCFkxPdd3SN7wnd9QNQ=mo,asik,5,0,2.684.688,2025-09-30 21:47:19,,,2.684.688
4a93c0f7-e82d-4c4a-b624-0fc9e1b09f70,Farhan Fattah,https://play-lh.googleusercontent.com/a/ACg8ocJcGhljxGB2ukJzd9DVYNxcqDcgRVK5xexBv3HncXoGERFKPA=mo,"seru,asik,mantap, tapi banyak yg ngecit mls sih bikin bad mod -_-",4,0,2.692.843,2025-09-30 21:46:04,,,2.692.843
bf9a2b14-2bf2-4eac-b6cb-6a27d6fb77d5,Abdul muis,https://play-lh.googleusercontent.com/a/ACg8ocIVsT3J8ziGjFMQzwLqVyyNRv0L1zA-SareDHJa-oDoq_tlhg=mo,seru bgt cuman sering nge bug + harus upgrade padahal udh pilih upgrade otomatis,4,0,2.690.721,2025-09-30 21:44:55,,,2.690.721
ffd12bef-267d-4d90-bc1a-22a273d43a2a,Roman Rafael,https://play-lh.googleusercontent.com/a-/ALV-UjVI0K65EnCmG6-GlnvmteTQ5nUjjv88Kct0yklTlXEkxb4HoO7M,kurangin lag nya anjg,1,0,2.690.721,2025-09-30 21:42:20,,,2.690.721
d2b14266-f253-453c-8bb4-b4aa4190ab46,Inah Nurlianah,https://play-lh.googleusercontent.com/a/ACg8ocK8qbW2uTQz7YXmvYwWZnYmRBFev3Lbj-r7oVFe8XV0AZY1QQ=mo,"Roblox tolong jangan dikit2 update mulu, memo aku penuh gara2 update mulu robloxnya..tolong yahh soalnya gb aku gak cukup kalo update update mulu..plisss tolong yaa aku mau tetep main roblox tpi memorinya penuh gara2 update mulu dikit2 update",3,0,2.691.868,2025-09-30 21:38:54,,,2.691.868
14aabe31-c181-4a45-98d7-facb8dba61d0,pristi janiar,https://play-lh.googleusercontent.com/a-/ALV-UjWo3FlP9QodA98T0LidlMFjv9T5JrHxZ93WO5bct3ULUYn4GDk,seruwww bgt,5,0,2.692.843,2025-09-30 21:38:08,,,2.692.843
4a890949-d21a-496d-99bd-92de89ff03f4,Edo Bos,https://play-lh.googleusercontent.com/a/ACg8ocLuMwsrjJrhdITlLko04EyzFs7Bq5JdCwwDLGp-vj3KXXGvIw=mo,"tolong bilangin ke mas talon di map fish it kasih aku megalodonnya udah 2 minggu blum dapet""",5,0,2.692.843,2025-09-30 21:35:00,,,2.692.843
f49895a2-cc0b-4df4-874b-6d58fbd03ad7,Ayu Alya,https://play-lh.googleusercontent.com/a/ACg8ocJy00RIBKFJGgAvEyq1qec4R5esDtXxPZNMjjaYMbjwAoVH7w=mo,aplikasinya bgs sayangnya setiap mau login selalu ngelag padahal internet bagus,3,0,2.692.843,2025-09-30 21:34:08,,,2.692.843
78c730eb-0c54-4014-b67c-4d61c5bdf289,Juanis,https://play-lh.googleusercontent.com/a/ACg8ocJzyhnC6muWGWIB-NFJtg0_9DD1NqyRzLQqhuzr5TXerBH2=mo,bagus cuman kaya harus apgret aja gitu jadi kayak ngelek ngelek jadi kita harus keneksin ke wifi,5,0,2.690.721,2025-09-30 21:33:59,,,2.690.721
801baed3-d62a-4550-aa62-f1c4fa46f5a7,Ayu Rahayu,https://play-lh.googleusercontent.com/a/ACg8ocK3rm45X-5ZnfJdzZUXHY4I-t5ms2g8z5wbO1M0SevI9XzJpQ=mo,bagus,5,0,,2025-09-30 21:32:35,,,
39c98947-a018-4452-ac5f-61d7b84a9b33,Eski Okta,https://play-lh.googleusercontent.com/a/ACg8ocKMdSvKlQKdfApzW8iFrPAT0oUKwmqhhKIX6rQZ5_U8jiA5xg=mo,"aplikasi nya seruu banyakk map nya juga bisa bikin ava nya dan lain lain ,, tapi kurang nya jangan di update ² memo nya penuhh 🙏🏻 tolong yh 1× update ajaa yh minn 🙏🏻🙏🏻🙏🏻🙏🏻",5,0,2.690.721,2025-09-30 21:32:14,,,2.690.721
359a7d43-d1ce-4ea1-9a6e-c44e44c3b344,Arya Scout,https://play-lh.googleusercontent.com/a-/ALV-UjXYN0y7XQKRGJuSinsIRK_yRcb8XKewss_f-DIacRW_81-Y_ZQ3,terlalu banyak ufdet,1,0,2.690.721,2025-09-30 21:31:10,,,2.690.721
39e7cbf3-de14-4b80-8efc-014f2198c62a,Suriyah,https://play-lh.googleusercontent.com/a/ACg8ocIom4m7VWdWG_sFf7cekfVna1HkOayv9sSgkgOKXnXqCJGnGA=mo,game abad ini,5,0,2.691.868,2025-09-30 21:31:05,,,2.691.868
02a9d219-028d-4261-bd74-99c6957c09a5,Ronall Do,https://play-lh.googleusercontent.com/a/ACg8ocJ24xEzv7cwMLQKe4TV7aE1UGRMkegx-Y7KsTKtlQ6FcA0vGQ=mo,dibungkam trsss dah ga asik,1,0,2.692.843,2025-09-30 21:30:01,,,2.692.843
cd629d55-2066-4d96-b8c4-2c2b2132ff15,Ahmad fajrul Hidayah,https://play-lh.googleusercontent.com/a-/ALV-UjWmgcGaBm7Py8lQMMgDN3KuBvS8pW_e_rfbKIAQw1-dmSJ5pLNV,enak,5,0,2.690.721,2025-09-30 21:29:05,,,2.690.721
883205c4-1ad5-4279-963b-2cf193048778,Plercihuy Plercihuy,https://play-lh.googleusercontent.com/a/ACg8ocLPYKCf83hBECHKYfPJDDKb64VC0ITcnXIiglyM_XNMEfG3wQ=mo,game nya seru banget bis dapet banyak temen virtual di dalam game nya seru semua,5,0,,2025-09-30 21:28:23,,,
296a8430-a75c-49d0-bea4-aa39f54d5830,Syafasyahrarizky Keluarga,https://play-lh.googleusercontent.com/a/ACg8ocKUWDS9kQBt58aw7sG5Vsg6QIhjVqWPHcXX08Eu4RvoXZ8r5A=mo,gems ini bagus tapi suka leg,4,0,2.690.721,2025-09-30 21:26:29,,,2.690.721
aced5ad7-c3a8-47fb-b73c-8dfd098396f0,Queenpasaribu Pasariqueen,https://play-lh.googleusercontent.com/a/ACg8ocIfwoZ4x12Yhp7JMnFX0j1B_HKrmJaqhsPUoVj0Cxuzqy4ITw=mo,game nya seru cuman kalau masuk sering Lamah/Lelet suka bgt begitu,5,0,,2025-09-30 21:26:24,,,
503536af-a066-4c9b-89b8-547f8a268cac,Syahdean Kanesya,https://play-lh.googleusercontent.com/a-/ALV-UjVlbn2KRD33OdB_ePqLVz7NJUskYKO-tCJEkUaQqsS37bt7cTw,permainannya bagus dan seru,5,0,2.690.721,2025-09-30 21:23:52,,,2.690.721
0bd5323b-898c-476d-b98d-41e74cf4a350,IF. Music,https://play-lh.googleusercontent.com/a-/ALV-UjWVTZIkFz5G19QSY0qLnKDwtI0YpwHwpVSew3TDNi8_qJrjzTQ,loading nya lama,3,0,,2025-09-30 21:23:06,,,
598b8f82-1e5f-4988-86ab-343ec1925bbf,Aziz,https://play-lh.googleusercontent.com/a/ACg8ocI5aRvZGX_jpXU_3jEIcMWgMq7RSoDho4jH6M8fpAVbpWHWKw=mo,mantapppppp!!!!!!,5,0,,2025-09-30 21:21:24,,,
52136041-ed2c-40d7-93e5-cd1f75209135,Azam,https://play-lh.googleusercontent.com/a-/ALV-UjWcyVZ4y7xIrXoH93S8MnaaRriG6AZPy9xkyzwpnkP53p84mAt2,"Gamenya lumayan, tapi terkadang tetep disconnect walau jaringannya bagus. Apalagi waktu event di game, padahal sedikit lagi dapat barang dari event😢😢",5,2,2.690.721,2025-09-30 21:19:53,,,2.690.721
